name,name_id,serving_size,calories,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,food_type,source
Sayur Bayam Santan,Sayur Bayam Santan,1 mangkok,68.0,2.5,3.5,5.4,0.1,65,1.5,local_indonesian,generated-v2
Sayur Bayam Kuning,Sayur Bayam Kuning,1 mangkok,50.0,2.5,3.5,3.4,0.1,65,1.5,local_indonesian,generated-v2
Kangkung Segar,Kangkung Segar,100 g,20.0,2.0,3.5,0.3,0.1,55,1.2,base_food,generated-v2
Kangkung Rebus,Kangkung Rebus,100 g,20.0,2.0,3.5,0.3,0.1,55,1.2,base_food,generated-v2
Kangkung Tumis,Kangkung Tumis,100 g,30.0,1.8,3.9,0.9,0.1,55,1.1,base_food,generated-v2
Kangkung Kukus,Kangkung Kukus,100 g,21.0,2.0,3.5,0.3,0.1,55,1.3,base_food,generated-v2
Sayur Kangkung Bening,Sayur Kangkung Bening,1 mangkok,24.5,2.0,3.5,0.8,0.1,55,1.2,local_indonesian,generated-v2
Sayur Kangkung Santan,Sayur Kangkung Santan,1 mangkok,65.0,2.0,3.5,5.3,0.1,55,1.2,local_indonesian,generated-v2
Sayur Kangkung Kuning,Sayur Kangkung Kuning,1 mangkok,47.0,2.0,3.5,3.3,0.1,55,1.2,local_indonesian,generated-v2
Sawi Hijau Segar,Sawi Hijau Segar,100 g,22.0,2.0,3.0,0.3,0.1,45,1.2,base_food,generated-v2
Sawi Hijau Rebus,Sawi Hijau Rebus,100 g,22.0,2.0,3.0,0.3,0.1,45,1.2,base_food,generated-v2
Sawi Hijau Tumis,Sawi Hijau Tumis,100 g,33.0,1.8,3.3,0.9,0.1,45,1.1,base_food,generated-v2
Sawi Hijau Kukus,Sawi Hijau Kukus,100 g,23.1,2.0,3.0,0.3,0.1,45,1.3,base_food,generated-v2
Sayur Sawi Hijau Bening,Sayur Sawi Hijau Bening,1 mangkok,26.5,2.0,3.0,0.8,0.1,45,1.2,local_indonesian,generated-v2
Sayur Sawi Hijau Santan,Sayur Sawi Hijau Santan,1 mangkok,67.0,2.0,3.0,5.3,0.1,45,1.2,local_indonesian,generated-v2
Sayur Sawi Hijau Kuning,Sayur Sawi Hijau Kuning,1 mangkok,49.0,2.0,3.0,3.3,0.1,45,1.2,local_indonesian,generated-v2
Sawi Putih Segar,Sawi Putih Segar,100 g,18.0,1.5,2.5,0.2,0.1,38,1.0,base_food,generated-v2
Sawi Putih Rebus,Sawi Putih Rebus,100 g,18.0,1.5,2.5,0.2,0.1,38,1.0,base_food,generated-v2
Sawi Putih Tumis,Sawi Putih Tumis,100 g,27.0,1.4,2.8,0.6,0.1,38,0.9,base_food,generated-v2
Sawi Putih Kukus,Sawi Putih Kukus,100 g,18.9,1.5,2.5,0.2,0.1,38,1.1,base_food,generated-v2
Sayur Sawi Putih Bening,Sayur Sawi Putih Bening,1 mangkok,22.5,1.5,2.5,0.7,0.1,38,1.0,local_indonesian,generated-v2
Sayur Sawi Putih Santan,Sayur Sawi Putih Santan,1 mangkok,63.0,1.5,2.5,5.2,0.1,38,1.0,local_indonesian,generated-v2
Sayur Sawi Putih Kuning,Sayur Sawi Putih Kuning,1 mangkok,45.0,1.5,2.5,3.2,0.1,38,1.0,local_indonesian,generated-v2
Brokoli Segar,Brokoli Segar,100 g,32.0,2.8,5.0,0.4,0.1,28,2.5,base_food,generated-v2
Brokoli Rebus,Brokoli Rebus,100 g,32.0,2.8,5.0,0.4,0.1,28,2.5,base_food,generated-v2
Brokoli Tumis,Brokoli Tumis,100 g,48.0,2.5,5.5,1.2,0.1,28,2.4,base_food,generated-v2
Brokoli Kukus,Brokoli Kukus,100 g,33.6,2.9,5.0,0.4,0.1,28,2.6,base_food,generated-v2
Sayur Brokoli Bening,Sayur Brokoli Bening,1 mangkok,36.5,2.8,5.0,0.9,0.1,28,2.5,local_indonesian,generated-v2
Sayur Brokoli Santan,Sayur Brokoli Santan,1 mangkok,77.0,2.8,5.0,5.4,0.1,28,2.5,local_indonesian,generated-v2
Sayur Brokoli Kuning,Sayur Brokoli Kuning,1 mangkok,59.0,2.8,5.0,3.4,0.1,28,2.5,local_indonesian,generated-v2
Kembang Kol Segar,Kembang Kol Segar,100 g,22.0,1.8,4.0,0.2,0.1,20,2.0,base_food,generated-v2
Kembang Kol Rebus,Kembang Kol Rebus,100 g,22.0,1.8,4.0,0.2,0.1,20,2.0,base_food,generated-v2
Kembang Kol Tumis,Kembang Kol Tumis,100 g,33.0,1.6,4.4,0.6,0.1,20,1.9,base_food,generated-v2
Kembang Kol Kukus,Kembang Kol Kukus,100 g,23.1,1.8,4.0,0.2,0.1,20,2.1,base_food,generated-v2
Sayur Kembang Kol Bening,Sayur Kembang Kol Bening,1 mangkok,26.5,1.8,4.0,0.7,0.1,20,2.0,local_indonesian,generated-v2
Sayur Kembang Kol Santan,Sayur Kembang Kol Santan,1 mangkok,67.0,1.8,4.0,5.2,0.1,20,2.0,local_indonesian,generated-v2
Sayur Kembang Kol Kuning,Sayur Kembang Kol Kuning,1 mangkok,49.0,1.8,4.0,3.2,0.1,20,2.0,local_indonesian,generated-v2
Wortel Segar,Wortel Segar,100 g,32.0,0.8,6.5,0.2,4.5,55,2.5,base_food,generated-v2
Wortel Rebus,Wortel Rebus,100 g,32.0,0.8,6.5,0.2,4.5,55,2.5,base_food,generated-v2
Wortel Tumis,Wortel Tumis,100 g,48.0,0.7,7.2,0.6,4.5,55,2.4,base_food,generated-v2
Wortel Kukus,Wortel Kukus,100 g,33.6,0.8,6.5,0.2,4.5,55,2.6,base_food,generated-v2
Sayur Wortel Bening,Sayur Wortel Bening,1 mangkok,36.5,0.8,6.5,0.7,4.5,55,2.5,local_indonesian,generated-v2
Sayur Wortel Santan,Sayur Wortel Santan,1 mangkok,77.0,0.8,6.5,5.2,4.5,55,2.5,local_indonesian,generated-v2
Sayur Wortel Kuning,Sayur Wortel Kuning,1 mangkok,59.0,0.8,6.5,3.2,4.5,55,2.5,local_indonesian,generated-v2
Buncis Segar,Buncis Segar,100 g,28.0,1.8,5.5,0.2,1.5,5,2.0,base_food,generated-v2
Buncis Rebus,Buncis Rebus,100 g,28.0,1.8,5.5,0.2,1.5,5,2.0,base_food,generated-v2
Buncis Tumis,Buncis Tumis,100 g,42.0,1.6,6.1,0.6,1.5,5,1.9,base_food,generated-v2
Buncis Kukus,Buncis Kukus,100 g,29.4,1.8,5.5,0.2,1.5,5,2.1,base_food,generated-v2
Sayur Buncis Bening,Sayur Buncis Bening,1 mangkok,32.5,1.8,5.5,0.7,1.5,5,2.0,local_indonesian,generated-v2
Sayur Buncis Santan,Sayur Buncis Santan,1 mangkok,73.0,1.8,5.5,5.2,1.5,5,2.0,local_indonesian,generated-v2
Sayur Buncis Kuning,Sayur Buncis Kuning,1 mangkok,55.0,1.8,5.5,3.2,1.5,5,2.0,local_indonesian,generated-v2
Kacang Panjang Segar,Kacang Panjang Segar,100 g,32.0,2.5,5.5,0.3,0.1,5,2.0,base_food,generated-v2
Kacang Panjang Rebus,Kacang Panjang Rebus,100 g,32.0,2.5,5.5,0.3,0.1,5,2.0,base_food,generated-v2
Kacang Panjang Tumis,Kacang Panjang Tumis,100 g,48.0,2.2,6.1,0.9,0.1,5,1.9,base_food,generated-v2
Kacang Panjang Kukus,Kacang Panjang Kukus,100 g,33.6,2.5,5.5,0.3,0.1,5,2.1,base_food,generated-v2
Sayur Kacang Panjang Bening,Sayur Kacang Panjang Bening,1 mangkok,36.5,2.5,5.5,0.8,0.1,5,2.0,local_indonesian,generated-v2
Sayur Kacang Panjang Santan,Sayur Kacang Panjang Santan,1 mangkok,77.0,2.5,5.5,5.3,0.1,5,2.0,local_indonesian,generated-v2
Sayur Kacang Panjang Kuning,Sayur Kacang Panjang Kuning,1 mangkok,59.0,2.5,5.5,3.3,0.1,5,2.0,local_indonesian,generated-v2
Labu Siam Segar,Labu Siam Segar,100 g,18.0,0.6,3.5,0.1,1.8,3,1.5,base_food,generated-v2
Labu Siam Rebus,Labu Siam Rebus,100 g,18.0,0.6,3.5,0.1,1.8,3,1.5,base_food,generated-v2
Labu Siam Tumis,Labu Siam Tumis,100 g,27.0,0.5,3.9,0.3,1.8,3,1.4,base_food,generated-v2
Labu Siam Kukus,Labu Siam Kukus,100 g,18.9,0.6,3.5,0.1,1.8,3,1.6,base_food,generated-v2
Sayur Labu Siam Bening,Sayur Labu Siam Bening,1 mangkok,22.5,0.6,3.5,0.6,1.8,3,1.5,local_indonesian,generated-v2
Sayur Labu Siam Santan,Sayur Labu Siam Santan,1 mangkok,63.0,0.6,3.5,5.1,1.8,3,1.5,local_indonesian,generated-v2
Sayur Labu Siam Kuning,Sayur Labu Siam Kuning,1 mangkok,45.0,0.6,3.5,3.1,1.8,3,1.5,local_indonesian,generated-v2
Terong Ungu Segar,Terong Ungu Segar,100 g,22.0,1.0,4.5,0.2,0.1,3,2.0,base_food,generated-v2
Terong Ungu Rebus,Terong Ungu Rebus,100 g,22.0,1.0,4.5,0.2,0.1,3,2.0,base_food,generated-v2
Terong Ungu Tumis,Terong Ungu Tumis,100 g,33.0,0.9,5.0,0.6,0.1,3,1.9,base_food,generated-v2
Terong Ungu Kukus,Terong Ungu Kukus,100 g,23.1,1.0,4.5,0.2,0.1,3,2.1,base_food,generated-v2
Sayur Terong Ungu Bening,Sayur Terong Ungu Bening,1 mangkok,26.5,1.0,4.5,0.7,0.1,3,2.0,local_indonesian,generated-v2
Sayur Terong Ungu Santan,Sayur Terong Ungu Santan,1 mangkok,67.0,1.0,4.5,5.2,0.1,3,2.0,local_indonesian,generated-v2
Sayur Terong Ungu Kuning,Sayur Terong Ungu Kuning,1 mangkok,49.0,1.0,4.5,3.2,0.1,3,2.0,local_indonesian,generated-v2
Pare Segar,Pare Segar,100 g,18.0,1.0,3.3,0.2,0.1,3,1.8,base_food,generated-v2
Pare Rebus,Pare Rebus,100 g,18.0,1.0,3.3,0.2,0.1,3,1.8,base_food,generated-v2
Pare Tumis,Pare Tumis,100 g,27.0,0.9,3.6,0.6,0.1,3,1.7,base_food,generated-v2
Pare Kukus,Pare Kukus,100 g,18.9,1.0,3.3,0.2,0.1,3,1.9,base_food,generated-v2
Sayur Pare Bening,Sayur Pare Bening,1 mangkok,22.5,1.0,3.3,0.7,0.1,3,1.8,local_indonesian,generated-v2
Sayur Pare Santan,Sayur Pare Santan,1 mangkok,63.0,1.0,3.3,5.2,0.1,3,1.8,local_indonesian,generated-v2
Sayur Pare Kuning,Sayur Pare Kuning,1 mangkok,45.0,1.0,3.3,3.2,0.1,3,1.8,local_indonesian,generated-v2
Kubis Segar,Kubis Segar,100 g,20.0,1.5,3.5,0.2,0.1,15,1.8,base_food,generated-v2
Kubis Rebus,Kubis Rebus,100 g,20.0,1.5,3.5,0.2,0.1,15,1.8,base_food,generated-v2
Kubis Tumis,Kubis Tumis,100 g,30.0,1.4,3.9,0.6,0.1,15,1.7,base_food,generated-v2
Kubis Kukus,Kubis Kukus,100 g,21.0,1.5,3.5,0.2,0.1,15,1.9,base_food,generated-v2
Sayur Kubis Bening,Sayur Kubis Bening,1 mangkok,24.5,1.5,3.5,0.7,0.1,15,1.8,local_indonesian,generated-v2
Sayur Kubis Santan,Sayur Kubis Santan,1 mangkok,65.0,1.5,3.5,5.2,0.1,15,1.8,local_indonesian,generated-v2
Sayur Kubis Kuning,Sayur Kubis Kuning,1 mangkok,47.0,1.5,3.5,3.2,0.1,15,1.8,local_indonesian,generated-v2
Daun Singkong Segar,Daun Singkong Segar,100 g,38.0,3.5,6.0,0.5,0.1,10,2.5,base_food,generated-v2
Daun Singkong Rebus,Daun Singkong Rebus,100 g,38.0,3.5,6.0,0.5,0.1,10,2.5,base_food,generated-v2
Daun Singkong Tumis,Daun Singkong Tumis,100 g,57.0,3.1,6.6,1.5,0.1,10,2.4,base_food,generated-v2
Daun Singkong Kukus,Daun Singkong Kukus,100 g,39.9,3.6,6.0,0.5,0.1,10,2.6,base_food,generated-v2
Sayur Daun Singkong Bening,Sayur Daun Singkong Bening,1 mangkok,42.5,3.5,6.0,1.0,0.1,10,2.5,local_indonesian,generated-v2
Sayur Daun Singkong Santan,Sayur Daun Singkong Santan,1 mangkok,83.0,3.5,6.0,5.5,0.1,10,2.5,local_indonesian,generated-v2
Sayur Daun Singkong Kuning,Sayur Daun Singkong Kuning,1 mangkok,65.0,3.5,6.0,3.5,0.1,10,2.5,local_indonesian,generated-v2
Daun Pepaya Segar,Daun Pepaya Segar,100 g,32.0,3.0,5.0,0.5,0.1,8,2.0,base_food,generated-v2
Daun Pepaya Rebus,Daun Pepaya Rebus,100 g,32.0,3.0,5.0,0.5,0.1,8,2.0,base_food,generated-v2
Daun Pepaya Tumis,Daun Pepaya Tumis,100 g,48.0,2.7,5.5,1.5,0.1,8,1.9,base_food,generated-v2
Daun Pepaya Kukus,Daun Pepaya Kukus,100 g,33.6,3.1,5.0,0.5,0.1,8,2.1,base_food,generated-v2
Sayur Daun Pepaya Bening,Sayur Daun Pepaya Bening,1 mangkok,36.5,3.0,5.0,1.0,0.1,8,2.0,local_indonesian,generated-v2
Sayur Daun Pepaya Santan,Sayur Daun Pepaya Santan,1 mangkok,77.0,3.0,5.0,5.5,0.1,8,2.0,local_indonesian,generated-v2
Sayur Daun Pepaya Kuning,Sayur Daun Pepaya Kuning,1 mangkok,59.0,3.0,5.0,3.5,0.1,8,2.0,local_indonesian,generated-v2
Tauge Segar,Tauge Segar,100 g,28.0,2.5,4.0,0.3,0.1,8,1.5,base_food,generated-v2
Tauge Rebus,Tauge Rebus,100 g,28.0,2.5,4.0,0.3,0.1,8,1.5,base_food,generated-v2
Tauge Tumis,Tauge Tumis,100 g,42.0,2.2,4.4,0.9,0.1,8,1.4,base_food,generated-v2
Tauge Kukus,Tauge Kukus,100 g,29.4,2.5,4.0,0.3,0.1,8,1.6,base_food,generated-v2
Sayur Tauge Bening,Sayur Tauge Bening,1 mangkok,32.5,2.5,4.0,0.8,0.1,8,1.5,local_indonesian,generated-v2
Sayur Tauge Santan,Sayur Tauge Santan,1 mangkok,73.0,2.5,4.0,5.3,0.1,8,1.5,local_indonesian,generated-v2
Sayur Tauge Kuning,Sayur Tauge Kuning,1 mangkok,55.0,2.5,4.0,3.3,0.1,8,1.5,local_indonesian,generated-v2
Oyong Segar,Oyong Segar,100 g,16.0,0.5,3.0,0.1,0.1,2,1.8,base_food,generated-v2
Oyong Rebus,Oyong Rebus,100 g,16.0,0.5,3.0,0.1,0.1,2,1.8,base_food,generated-v2
Oyong Tumis,Oyong Tumis,100 g,24.0,0.5,3.3,0.3,0.1,2,1.7,base_food,generated-v2
Oyong Kukus,Oyong Kukus,100 g,16.8,0.5,3.0,0.1,0.1,2,1.9,base_food,generated-v2
Sayur Oyong Bening,Sayur Oyong Bening,1 mangkok,20.5,0.5,3.0,0.6,0.1,2,1.8,local_indonesian,generated-v2
Sayur Oyong Santan,Sayur Oyong Santan,1 mangkok,61.0,0.5,3.0,5.1,0.1,2,1.8,local_indonesian,generated-v2
Sayur Oyong Kuning,Sayur Oyong Kuning,1 mangkok,43.0,0.5,3.0,3.1,0.1,2,1.8,local_indonesian,generated-v2
Jamur Tiram Segar,Jamur Tiram Segar,100 g,30.0,3.0,4.5,0.3,0.1,5,2.0,base_food,generated-v2
Jamur Tiram Rebus,Jamur Tiram Rebus,100 g,30.0,3.0,4.5,0.3,0.1,5,2.0,base_food,generated-v2
Jamur Tiram Tumis,Jamur Tiram Tumis,100 g,45.0,2.7,5.0,0.9,0.1,5,1.9,base_food,generated-v2
Jamur Tiram Kukus,Jamur Tiram Kukus,100 g,31.5,3.1,4.5,0.3,0.1,5,2.1,base_food,generated-v2
Sayur Jamur Tiram Bening,Sayur Jamur Tiram Bening,1 mangkok,34.5,3.0,4.5,0.8,0.1,5,2.0,local_indonesian,generated-v2
Sayur Jamur Tiram Santan,Sayur Jamur Tiram Santan,1 mangkok,75.0,3.0,4.5,5.3,0.1,5,2.0,local_indonesian,generated-v2
Sayur Jamur Tiram Kuning,Sayur Jamur Tiram Kuning,1 mangkok,57.0,3.0,4.5,3.3,0.1,5,2.0,local_indonesian,generated-v2
Jamur Kancing Segar,Jamur Kancing Segar,100 g,25.0,2.5,4.0,0.2,0.1,5,1.8,base_food,generated-v2
Jamur Kancing Rebus,Jamur Kancing Rebus,100 g,25.0,2.5,4.0,0.2,0.1,5,1.8,base_food,generated-v2
Jamur Kancing Tumis,Jamur Kancing Tumis,100 g,37.5,2.2,4.4,0.6,0.1,5,1.7,base_food,generated-v2
Jamur Kancing Kukus,Jamur Kancing Kukus,100 g,26.2,2.5,4.0,0.2,0.1,5,1.9,base_food,generated-v2
Sayur Jamur Kancing Bening,Sayur Jamur Kancing Bening,1 mangkok,29.5,2.5,4.0,0.7,0.1,5,1.8,local_indonesian,generated-v2
Sayur Jamur Kancing Santan,Sayur Jamur Kancing Santan,1 mangkok,70.0,2.5,4.0,5.2,0.1,5,1.8,local_indonesian,generated-v2
Sayur Jamur Kancing Kuning,Sayur Jamur Kancing Kuning,1 mangkok,52.0,2.5,4.0,3.2,0.1,5,1.8,local_indonesian,generated-v2
Jamur Kuping Segar,Jamur Kuping Segar,100 g,22.0,1.0,4.5,0.1,0.1,3,3.5,base_food,generated-v2
Jamur Kuping Rebus,Jamur Kuping Rebus,100 g,22.0,1.0,4.5,0.1,0.1,3,3.5,base_food,generated-v2
Jamur Kuping Tumis,Jamur Kuping Tumis,100 g,33.0,0.9,5.0,0.3,0.1,3,3.3,base_food,generated-v2
Jamur Kuping Kukus,Jamur Kuping Kukus,100 g,23.1,1.0,4.5,0.1,0.1,3,3.7,base_food,generated-v2
Sayur Jamur Kuping Bening,Sayur Jamur Kuping Bening,1 mangkok,26.5,1.0,4.5,0.6,0.1,3,3.5,local_indonesian,generated-v2
Sayur Jamur Kuping Santan,Sayur Jamur Kuping Santan,1 mangkok,67.0,1.0,4.5,5.1,0.1,3,3.5,local_indonesian,generated-v2
Sayur Jamur Kuping Kuning,Sayur Jamur Kuping Kuning,1 mangkok,49.0,1.0,4.5,3.1,0.1,3,3.5,local_indonesian,generated-v2
Jagung Muda Segar,Jagung Muda Segar,100 g,32.0,2.0,6.5,0.5,0.1,5,2.0,base_food,generated-v2
Jagung Muda Rebus,Jagung Muda Rebus,100 g,32.0,2.0,6.5,0.5,0.1,5,2.0,base_food,generated-v2
Jagung Muda Tumis,Jagung Muda Tumis,100 g,48.0,1.8,7.2,1.5,0.1,5,1.9,base_food,generated-v2
Jagung Muda Kukus,Jagung Muda Kukus,100 g,33.6,2.0,6.5,0.5,0.1,5,2.1,base_food,generated-v2
Sayur Jagung Muda Bening,Sayur Jagung Muda Bening,1 mangkok,36.5,2.0,6.5,1.0,0.1,5,2.0,local_indonesian,generated-v2
Sayur Jagung Muda Santan,Sayur Jagung Muda Santan,1 mangkok,77.0,2.0,6.5,5.5,0.1,5,2.0,local_indonesian,generated-v2
Sayur Jagung Muda Kuning,Sayur Jagung Muda Kuning,1 mangkok,59.0,2.0,6.5,3.5,0.1,5,2.0,local_indonesian,generated-v2
Kapri Segar,Kapri Segar,100 g,38.0,3.0,6.5,0.3,0.5,5,2.5,base_food,generated-v2
Kapri Rebus,Kapri Rebus,100 g,38.0,3.0,6.5,0.3,0.5,5,2.5,base_food,generated-v2
Kapri Tumis,Kapri Tumis,100 g,57.0,2.7,7.2,0.9,0.5,5,2.4,base_food,generated-v2
Kapri Kukus,Kapri Kukus,100 g,39.9,3.1,6.5,0.3,0.5,5,2.6,base_food,generated-v2
Sayur Kapri Bening,Sayur Kapri Bening,1 mangkok,42.5,3.0,6.5,0.8,0.5,5,2.5,local_indonesian,generated-v2
Sayur Kapri Santan,Sayur Kapri Santan,1 mangkok,83.0,3.0,6.5,5.3,0.5,5,2.5,local_indonesian,generated-v2
Sayur Kapri Kuning,Sayur Kapri Kuning,1 mangkok,65.0,3.0,6.5,3.3,0.5,5,2.5,local_indonesian,generated-v2
Kecipir Segar,Kecipir Segar,100 g,35.0,3.5,5.5,0.3,0.2,5,2.0,base_food,generated-v2
Kecipir Rebus,Kecipir Rebus,100 g,35.0,3.5,5.5,0.3,0.2,5,2.0,base_food,generated-v2
Kecipir Tumis,Kecipir Tumis,100 g,52.5,3.1,6.1,0.9,0.2,5,1.9,base_food,generated-v2
Kecipir Kukus,Kecipir Kukus,100 g,36.8,3.6,5.5,0.3,0.2,5,2.1,base_food,generated-v2
Sayur Kecipir Bening,Sayur Kecipir Bening,1 mangkok,39.5,3.5,5.5,0.8,0.2,5,2.0,local_indonesian,generated-v2
Sayur Kecipir Santan,Sayur Kecipir Santan,1 mangkok,80.0,3.5,5.5,5.3,0.2,5,2.0,local_indonesian,generated-v2
Sayur Kecipir Kuning,Sayur Kecipir Kuning,1 mangkok,62.0,3.5,5.5,3.3,0.2,5,2.0,local_indonesian,generated-v2
Rebung Segar,Rebung Segar,100 g,22.0,2.0,3.5,0.2,0.1,5,2.2,base_food,generated-v2
Rebung Rebus,Rebung Rebus,100 g,22.0,2.0,3.5,0.2,0.1,5,2.2,base_food,generated-v2
Rebung Tumis,Rebung Tumis,100 g,33.0,1.8,3.9,0.6,0.1,5,2.1,base_food,generated-v2
Rebung Kukus,Rebung Kukus,100 g,23.1,2.0,3.5,0.2,0.1,5,2.3,base_food,generated-v2
Sayur Rebung Bening,Sayur Rebung Bening,1 mangkok,26.5,2.0,3.5,0.7,0.1,5,2.2,local_indonesian,generated-v2
Sayur Rebung Santan,Sayur Rebung Santan,1 mangkok,67.0,2.0,3.5,5.2,0.1,5,2.2,local_indonesian,generated-v2
Sayur Rebung Kuning,Sayur Rebung Kuning,1 mangkok,49.0,2.0,3.5,3.2,0.1,5,2.2,local_indonesian,generated-v2
Nangka Muda Segar,Nangka Muda Segar,100 g,35.0,2.0,7.5,0.3,0.5,5,2.5,base_food,generated-v2
Nangka Muda Rebus,Nangka Muda Rebus,100 g,35.0,2.0,7.5,0.3,0.5,5,2.5,base_food,generated-v2
Nangka Muda Tumis,Nangka Muda Tumis,100 g,52.5,1.8,8.2,0.9,0.5,5,2.4,base_food,generated-v2
Nangka Muda Kukus,Nangka Muda Kukus,100 g,36.8,2.0,7.5,0.3,0.5,5,2.6,base_food,generated-v2
Sayur Nangka Muda Bening,Sayur Nangka Muda Bening,1 mangkok,39.5,2.0,7.5,0.8,0.5,5,2.5,local_indonesian,generated-v2
Sayur Nangka Muda Santan,Sayur Nangka Muda Santan,1 mangkok,80.0,2.0,7.5,5.3,0.5,5,2.5,local_indonesian,generated-v2
Sayur Nangka Muda Kuning,Sayur Nangka Muda Kuning,1 mangkok,62.0,2.0,7.5,3.3,0.5,5,2.5,local_indonesian,generated-v2
Melinjo Segar,Melinjo Segar,100 g,65.0,5.0,12.0,1.0,0.5,5,4.0,base_food,generated-v2
Melinjo Rebus,Melinjo Rebus,100 g,65.0,5.0,12.0,1.0,0.5,5,4.0,base_food,generated-v2
Melinjo Tumis,Melinjo Tumis,100 g,97.5,4.5,13.2,3.0,0.5,5,3.8,base_food,generated-v2
Melinjo Kukus,Melinjo Kukus,100 g,68.2,5.1,12.0,1.0,0.5,5,4.2,base_food,generated-v2
Sayur Melinjo Bening,Sayur Melinjo Bening,1 mangkok,69.5,5.0,12.0,1.5,0.5,5,4.0,local_indonesian,generated-v2
Sayur Melinjo Santan,Sayur Melinjo Santan,1 mangkok,110.0,5.0,12.0,6.0,0.5,5,4.0,local_indonesian,generated-v2
Sayur Melinjo Kuning,Sayur Melinjo Kuning,1 mangkok,92.0,5.0,12.0,4.0,0.5,5,4.0,local_indonesian,generated-v2
Daun Kelor Segar,Daun Kelor Segar,100 g,42.0,5.5,4.5,0.8,0.1,12,2.0,base_food,generated-v2
Daun Kelor Rebus,Daun Kelor Rebus,100 g,42.0,5.5,4.5,0.8,0.1,12,2.0,base_food,generated-v2
Daun Kelor Tumis,Daun Kelor Tumis,100 g,63.0,5.0,5.0,2.4,0.1,12,1.9,base_food,generated-v2
Daun Kelor Kukus,Daun Kelor Kukus,100 g,44.1,5.6,4.5,0.8,0.1,12,2.1,base_food,generated-v2
Sayur Daun Kelor Bening,Sayur Daun Kelor Bening,1 mangkok,46.5,5.5,4.5,1.3,0.1,12,2.0,local_indonesian,generated-v2
Sayur Daun Kelor Santan,Sayur Daun Kelor Santan,1 mangkok,87.0,5.5,4.5,5.8,0.1,12,2.0,local_indonesian,generated-v2
Sayur Daun Kelor Kuning,Sayur Daun Kelor Kuning,1 mangkok,69.0,5.5,4.5,3.8,0.1,12,2.0,local_indonesian,generated-v2
Daun Katuk Segar,Daun Katuk Segar,100 g,48.0,5.0,6.5,0.7,0.1,10,2.5,base_food,generated-v2
Daun Katuk Rebus,Daun Katuk Rebus,100 g,48.0,5.0,6.5,0.7,0.1,10,2.5,base_food,generated-v2
Daun Katuk Tumis,Daun Katuk Tumis,100 g,72.0,4.5,7.2,2.1,0.1,10,2.4,base_food,generated-v2
Daun Katuk Kukus,Daun Katuk Kukus,100 g,50.4,5.1,6.5,0.7,0.1,10,2.6,base_food,generated-v2
Sayur Daun Katuk Bening,Sayur Daun Katuk Bening,1 mangkok,52.5,5.0,6.5,1.2,0.1,10,2.5,local_indonesian,generated-v2
Sayur Daun Katuk Santan,Sayur Daun Katuk Santan,1 mangkok,93.0,5.0,6.5,5.7,0.1,10,2.5,local_indonesian,generated-v2
Sayur Daun Katuk Kuning,Sayur Daun Katuk Kuning,1 mangkok,75.0,5.0,6.5,3.7,0.1,10,2.5,local_indonesian,generated-v2
Genjer Segar,Genjer Segar,100 g,24.0,1.5,4.2,0.3,0.1,8,1.2,base_food,generated-v2
Genjer Rebus,Genjer Rebus,100 g,24.0,1.5,4.2,0.3,0.1,8,1.2,base_food,generated-v2
Genjer Tumis,Genjer Tumis,100 g,36.0,1.4,4.6,0.9,0.1,8,1.1,base_food,generated-v2
Genjer Kukus,Genjer Kukus,100 g,25.2,1.5,4.2,0.3,0.1,8,1.3,base_food,generated-v2
Sayur Genjer Bening,Sayur Genjer Bening,1 mangkok,28.5,1.5,4.2,0.8,0.1,8,1.2,local_indonesian,generated-v2
Sayur Genjer Santan,Sayur Genjer Santan,1 mangkok,69.0,1.5,4.2,5.3,0.1,8,1.2,local_indonesian,generated-v2
Sayur Genjer Kuning,Sayur Genjer Kuning,1 mangkok,51.0,1.5,4.2,3.3,0.1,8,1.2,local_indonesian,generated-v2
Seledri Segar,Seledri Segar,100 g,20.0,0.8,3.5,0.2,0.1,80,1.5,base_food,generated-v2
Seledri Rebus,Seledri Rebus,100 g,20.0,0.8,3.5,0.2,0.1,80,1.5,base_food,generated-v2
Seledri Tumis,Seledri Tumis,100 g,30.0,0.7,3.9,0.6,0.1,80,1.4,base_food,generated-v2
Seledri Kukus,Seledri Kukus,100 g,21.0,0.8,3.5,0.2,0.1,80,1.6,base_food,generated-v2
Sayur Seledri Bening,Sayur Seledri Bening,1 mangkok,24.5,0.8,3.5,0.7,0.1,80,1.5,local_indonesian,generated-v2
Sayur Seledri Santan,Sayur Seledri Santan,1 mangkok,65.0,0.8,3.5,5.2,0.1,80,1.5,local_indonesian,generated-v2
Sayur Seledri Kuning,Sayur Seledri Kuning,1 mangkok,47.0,0.8,3.5,3.2,0.1,80,1.5,local_indonesian,generated-v2
Nasi Putih,Nasi Putih,100 g,180.0,3.0,39.0,0.3,0.1,2,0.5,base_food,generated-v2
Nasi Putih Goreng,Nasi Putih Goreng,1 porsi,324.0,2.5,44.8,1.2,0.1,2,0.5,local_indonesian,generated-v2
Nasi Putih Tim,Nasi Putih Tim,1 porsi,153.0,3.0,39.0,0.3,0.1,2,0.5,base_food,generated-v2
