name_id,name,serving_size,calories,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,food_type,source
Ikan Asin Gabus,Ikan Asin Gabus,1 porsi,170.0,20.0,14.0,4.0,1.0,750.0,1.0,base_food,gen-batch10
Ikan Asin Teri Medan,Ikan Asin Teri Medan,1 porsi,160.0,18.0,12.0,5.0,1.0,850.0,1.0,base_food,gen-batch10
Abon Sapi Pedas,Abon Sapi Pedas,1 porsi,350.0,30.0,20.0,14.0,8.0,550.0,2.0,other,gen-batch10
Abon Ayam,Abon Ayam,1 porsi,300.0,28.0,20.0,10.0,8.0,500.0,2.0,other,gen-batch10
Abon Ikan,Abon Ikan,1 porsi,280.0,26.0,22.0,8.0,6.0,480.0,2.0,other,gen-batch10
Kerupuk Rambak,Kerupuk Rambak,1 porsi,150.0,7.0,14.0,7.0,1.0,250.0,0.0,snack,gen-batch10
Kerupuk Singkong,Kerupuk Singkong,1 porsi,140.0,2.0,22.0,5.0,2.0,200.0,2.0,snack,gen-batch10
Kerupuk Bawang,Kerupuk Bawang,1 porsi,130.0,3.0,20.0,4.0,2.0,250.0,1.0,snack,gen-batch10
Rempeyek Teri,Rempeyek Teri,1 porsi,180.0,7.0,16.0,10.0,2.0,350.0,2.0,snack,gen-batch10
Rempeyek Udang,Rempeyek Udang,1 porsi,170.0,6.0,16.0,9.0,2.0,300.0,2.0,snack,gen-batch10
Es Kacang Merah Manis,Es Kacang Merah Manis,1 porsi,200.0,6.0,34.0,4.0,18.0,50.0,5.0,beverage,gen-batch10
Es Timun Serut,Es Timun Serut,1 porsi,60.0,1.0,14.0,0.0,10.0,10.0,2.0,beverage,gen-batch10
Soda Gembira,Soda Gembira,1 porsi,120.0,1.0,26.0,0.0,24.0,30.0,0.0,beverage,gen-batch10
Air Tebu,Air Tebu,1 porsi,100.0,0.0,24.0,0.0,22.0,20.0,0.0,beverage,gen-batch10
Air Tebu Jeruk Nipis,Air Tebu Jeruk Nipis,1 porsi,110.0,0.0,26.0,0.0,22.0,20.0,0.0,beverage,gen-batch10
Air Kelapa Hijau,Air Kelapa Hijau,1 porsi,40.0,1.0,8.0,0.0,6.0,40.0,2.0,beverage,gen-batch10
Infused Water Lemon,Infused Water Lemon,1 porsi,10.0,0.0,2.0,0.0,2.0,5.0,0.0,beverage,gen-batch10
Infused Water Stroberi,Infused Water Stroberi,1 porsi,15.0,0.0,3.0,0.0,3.0,5.0,0.0,beverage,gen-batch10
Infused Water Timun,Infused Water Timun,1 porsi,10.0,0.0,2.0,0.0,1.0,5.0,0.0,beverage,gen-batch10
Infused Water Jeruk,Infused Water Jeruk,1 porsi,15.0,0.0,3.0,0.0,2.0,5.0,0.0,beverage,gen-batch10
Kopi Rempah,Kopi Rempah,1 porsi,40.0,1.0,8.0,0.0,6.0,10.0,0.0,beverage,gen-batch10
Kopi Aren,Kopi Aren,1 porsi,60.0,1.0,12.0,0.0,10.0,10.0,0.0,beverage,gen-batch10
Kopi Dampit,Kopi Dampit,1 porsi,5.0,1.0,0.0,0.0,0.0,5.0,0.0,beverage,gen-batch10
Jamu Sinom,Jamu Sinom,1 porsi,50.0,0.0,10.0,0.0,8.0,10.0,1.0,beverage,gen-batch10
Jamu Gendong,Jamu Gendong,1 porsi,50.0,0.0,10.0,0.0,8.0,10.0,1.0,beverage,gen-batch10
Sari Kurma Madu,Sari Kurma Madu,1 porsi,120.0,1.0,26.0,0.0,24.0,20.0,1.0,beverage,gen-batch10
Cincau Hijau,Cincau Hijau,1 porsi,60.0,0.0,14.0,0.0,10.0,10.0,2.0,beverage,gen-batch10
Selasih Manis,Selasih Manis,1 porsi,50.0,0.0,12.0,0.0,10.0,10.0,1.0,beverage,gen-batch10
Ikan Asar Maluku,Ikan Asar Maluku,1 porsi,200.0,22.0,14.0,6.0,3.0,550.0,2.0,local_indonesian,gen-batch10
Papeda Ikan Kuah Kuning,Papeda Ikan Kuah Kuning,1 porsi,300.0,16.0,44.0,5.0,3.0,500.0,2.0,local_indonesian,gen-batch10
Kohu-Kohu Maluku,Kohu-Kohu Maluku,1 porsi,120.0,4.0,18.0,4.0,4.0,350.0,5.0,local_indonesian,gen-batch10
Gohu Ikan Maluku,Gohu Ikan Maluku,1 porsi,100.0,12.0,10.0,2.0,3.0,350.0,3.0,local_indonesian,gen-batch10
Sambal Colo-Colo Maluku,Sambal Colo-Colo Maluku,1 porsi,50.0,2.0,6.0,3.0,3.0,300.0,2.0,local_indonesian,gen-batch10
Nasi Jaha Maluku,Nasi Jaha Maluku,1 porsi,280.0,6.0,44.0,6.0,3.0,350.0,3.0,local_indonesian,gen-batch10
Woku Komo-Komo Maluku,Woku Komo-Komo Maluku,1 porsi,280.0,22.0,16.0,12.0,4.0,480.0,3.0,local_indonesian,gen-batch10
Mie Tarempa,Mie Tarempa,1 porsi,380.0,14.0,50.0,10.0,5.0,580.0,3.0,local_indonesian,gen-batch10
Gulai Siput Riau,Gulai Siput Riau,1 porsi,180.0,12.0,14.0,8.0,3.0,450.0,2.0,local_indonesian,gen-batch10
Ikan Sembilang Bakar Riau,Ikan Sembilang Bakar Riau,1 porsi,240.0,20.0,16.0,9.0,3.0,420.0,1.0,local_indonesian,gen-batch10
Laksa Kepri,Laksa Kepri,1 porsi,380.0,14.0,44.0,14.0,5.0,580.0,3.0,local_indonesian,gen-batch10
Nasi Dagang Kepri,Nasi Dagang Kepri,1 porsi,380.0,12.0,52.0,10.0,4.0,480.0,3.0,local_indonesian,gen-batch10
Tempoyak Jambi,Tempoyak Jambi,1 porsi,80.0,3.0,10.0,4.0,3.0,350.0,3.0,local_indonesian,gen-batch10
Gulai Ikan Tempoyak,Gulai Ikan Tempoyak,1 porsi,280.0,20.0,16.0,14.0,4.0,500.0,2.0,local_indonesian,gen-batch10
Nasi Minyak Jambi,Nasi Minyak Jambi,1 porsi,260.0,5.0,40.0,8.0,2.0,100.0,1.0,local_indonesian,gen-batch10
Sate Ikan Jambi,Sate Ikan Jambi,1 porsi,220.0,18.0,16.0,8.0,3.0,420.0,2.0,local_indonesian,gen-batch10
Seruit Lampung,Seruit Lampung,1 porsi,280.0,18.0,24.0,10.0,4.0,450.0,3.0,local_indonesian,gen-batch10
Sambal Seruit,Sambal Seruit,1 porsi,60.0,2.0,6.0,4.0,3.0,350.0,2.0,local_indonesian,gen-batch10
Pindang Ikan Lampung,Pindang Ikan Lampung,1 porsi,220.0,20.0,14.0,8.0,3.0,500.0,2.0,local_indonesian,gen-batch10
Engkak Lampung,Engkak Lampung,1 porsi,200.0,5.0,30.0,6.0,14.0,100.0,2.0,snack,gen-batch10
Kue Talam Lampung,Kue Talam Lampung,1 porsi,180.0,4.0,24.0,7.0,12.0,90.0,2.0,snack,gen-batch10
Pendap Bengkulu,Pendap Bengkulu,1 porsi,220.0,16.0,16.0,10.0,4.0,480.0,3.0,local_indonesian,gen-batch10
Bagari Hiu Bengkulu,Bagari Hiu Bengkulu,1 porsi,200.0,18.0,16.0,6.0,3.0,420.0,2.0,local_indonesian,gen-batch10
Sambal Tempoyak Bengkulu,Sambal Tempoyak Bengkulu,1 porsi,80.0,3.0,10.0,4.0,3.0,350.0,3.0,local_indonesian,gen-batch10
Lempah Kuning Bangka,Lempah Kuning Bangka,1 porsi,280.0,20.0,20.0,12.0,4.0,500.0,3.0,local_indonesian,gen-batch10
Mie Bangka,Mie Bangka,1 porsi,380.0,14.0,50.0,10.0,5.0,560.0,3.0,local_indonesian,gen-batch10
Otak-Otak Bangka,Otak-Otak Bangka,1 porsi,180.0,10.0,20.0,6.0,3.0,420.0,2.0,local_indonesian,gen-batch10
Martabak Manis Bangka,Martabak Manis Bangka,1 porsi,350.0,10.0,36.0,18.0,16.0,250.0,2.0,snack,gen-batch10
Kemplang Panggang,Kemplang Panggang,1 porsi,120.0,4.0,20.0,2.0,2.0,300.0,1.0,snack,gen-batch10
Ayam Iloni,Ayam Iloni,1 porsi,320.0,26.0,18.0,14.0,5.0,500.0,2.0,local_indonesian,gen-batch10
Sate Tuna Gorontalo,Sate Tuna Gorontalo,1 porsi,240.0,20.0,18.0,8.0,4.0,420.0,2.0,local_indonesian,gen-batch10
Tili Aya,Tili Aya,1 porsi,280.0,20.0,22.0,10.0,4.0,480.0,3.0,local_indonesian,gen-batch10
Gence Ruan,Gence Ruan,1 porsi,220.0,18.0,16.0,9.0,3.0,450.0,2.0,local_indonesian,gen-batch10
Sate Tulang Banjar,Sate Tulang Banjar,1 porsi,200.0,14.0,16.0,8.0,4.0,420.0,2.0,local_indonesian,gen-batch10
Gangan Asam Banjar,Gangan Asam Banjar,1 porsi,250.0,18.0,18.0,10.0,4.0,480.0,3.0,local_indonesian,gen-batch10
Bubur Pedas Sambas,Bubur Pedas Sambas,1 porsi,200.0,8.0,28.0,5.0,4.0,450.0,4.0,local_indonesian,gen-batch10
Pengkang Kalbar,Pengkang Kalbar,1 porsi,180.0,6.0,24.0,6.0,3.0,380.0,3.0,snack,gen-batch10
Mie Tiau Pontianak,Mie Tiau Pontianak,1 porsi,350.0,12.0,50.0,8.0,5.0,550.0,3.0,local_indonesian,gen-batch10
Lapa-Lapa Sultra,Lapa-Lapa Sultra,1 porsi,220.0,6.0,36.0,6.0,4.0,350.0,4.0,snack,gen-batch10
Sinonggi Sultra,Sinonggi Sultra,1 porsi,200.0,3.0,40.0,2.0,2.0,200.0,3.0,local_indonesian,gen-batch10
Kasuami Sultra,Kasuami Sultra,1 porsi,180.0,3.0,36.0,2.0,2.0,150.0,3.0,snack,gen-batch10
Kaledo Sulteng,Kaledo Sulteng,1 porsi,280.0,18.0,22.0,10.0,4.0,480.0,3.0,local_indonesian,gen-batch10
Uta Dada Sulteng,Uta Dada Sulteng,1 porsi,320.0,26.0,16.0,14.0,4.0,480.0,2.0,local_indonesian,gen-batch10
Bau Peapi Sulbar,Bau Peapi Sulbar,1 porsi,280.0,20.0,18.0,12.0,4.0,500.0,2.0,local_indonesian,gen-batch10
Jepa Sulbar,Jepa Sulbar,1 porsi,250.0,6.0,44.0,6.0,3.0,350.0,4.0,snack,gen-batch10
Gathot Jogja,Gathot Jogja,1 porsi,180.0,3.0,36.0,2.0,4.0,100.0,5.0,local_indonesian,gen-batch10
TiWul Jogja,TiWul Jogja,1 porsi,180.0,3.0,38.0,2.0,4.0,100.0,5.0,local_indonesian,gen-batch10
Growol Jogja,Growol Jogja,1 porsi,160.0,3.0,32.0,2.0,3.0,80.0,5.0,local_indonesian,gen-batch10
Geplak Jogja,Geplak Jogja,1 porsi,140.0,2.0,24.0,3.0,18.0,50.0,4.0,snack,gen-batch10
Yangko Jogja,Yangko Jogja,1 porsi,130.0,2.0,24.0,2.0,20.0,40.0,2.0,snack,gen-batch10
Bakpia Jogja,Bakpia Jogja,1 porsi,160.0,4.0,24.0,5.0,8.0,100.0,2.0,snack,gen-batch10
Bakpia Coklat Jogja,Bakpia Coklat Jogja,1 porsi,170.0,4.0,24.0,6.0,10.0,100.0,2.0,snack,gen-batch10
Rawon Daging,Rawon Daging,1 porsi,320.0,24.0,18.0,14.0,4.0,500.0,3.0,local_indonesian,gen-batch10
Rawon Ayam,Rawon Ayam,1 porsi,280.0,22.0,18.0,10.0,4.0,480.0,3.0,local_indonesian,gen-batch10
Rawon Iga,Rawon Iga,1 porsi,300.0,22.0,18.0,14.0,4.0,500.0,3.0,local_indonesian,gen-batch10
Lontong Balap Surabaya,Lontong Balap Surabaya,1 porsi,320.0,10.0,46.0,8.0,4.0,500.0,4.0,local_indonesian,gen-batch10
Sate Kelopo,Sate Kelopo,1 porsi,260.0,20.0,16.0,12.0,4.0,400.0,2.0,local_indonesian,gen-batch10
Bakso Malang Komplit,Bakso Malang Komplit,1 porsi,400.0,18.0,44.0,14.0,5.0,650.0,3.0,local_indonesian,gen-batch10
Sop Buntut Malang,Sop Buntut Malang,1 porsi,350.0,28.0,18.0,16.0,4.0,520.0,2.0,local_indonesian,gen-batch10
Orem-Orem Malang,Orem-Orem Malang,1 porsi,320.0,16.0,28.0,14.0,5.0,500.0,3.0,local_indonesian,gen-batch10
Nasi Tempong Banyuwangi,Nasi Tempong Banyuwangi,1 porsi,380.0,14.0,50.0,10.0,4.0,480.0,4.0,local_indonesian,gen-batch10
Sego Cawuk Banyuwangi,Sego Cawuk Banyuwangi,1 porsi,350.0,12.0,50.0,8.0,4.0,450.0,4.0,local_indonesian,gen-batch10
Ayam Betutu Banyuwangi,Ayam Betutu Banyuwangi,1 porsi,380.0,28.0,18.0,18.0,5.0,500.0,2.0,local_indonesian,gen-batch10
Pecel Tumpang Kediri,Pecel Tumpang Kediri,1 porsi,300.0,10.0,36.0,10.0,6.0,420.0,6.0,local_indonesian,gen-batch10
Nasi Becek Kediri,Nasi Becek Kediri,1 porsi,350.0,16.0,38.0,12.0,4.0,500.0,3.0,local_indonesian,gen-batch10
Gule Kambing Muda,Gule Kambing Muda,1 porsi,300.0,22.0,14.0,16.0,3.0,480.0,2.0,local_indonesian,gen-batch10
Tongseng Kambing Muda,Tongseng Kambing Muda,1 porsi,320.0,22.0,16.0,16.0,4.0,500.0,2.0,local_indonesian,gen-batch10
Sate Klatak,Sate Klatak,1 porsi,250.0,22.0,10.0,12.0,3.0,400.0,1.0,local_indonesian,gen-batch10
Sate Lilit Ayam,Sate Lilit Ayam,1 porsi,240.0,20.0,16.0,10.0,4.0,400.0,2.0,local_indonesian,gen-batch10
Sate Ayam Blora,Sate Ayam Blora,1 porsi,260.0,20.0,16.0,10.0,4.0,450.0,1.0,local_indonesian,gen-batch10
Sate Ayam Bumbu Kacang Enak,Sate Ayam Bumbu Kacang Enak,1 porsi,260.0,20.0,16.0,10.0,4.0,450.0,1.0,local_indonesian,gen-batch10
Sate Sapi Gajah,Sate Sapi Gajah,1 porsi,300.0,26.0,16.0,12.0,4.0,420.0,1.0,local_indonesian,gen-batch10
Sate Sapi Bumbu Kecap,Sate Sapi Bumbu Kecap,1 porsi,290.0,26.0,16.0,12.0,5.0,500.0,1.0,local_indonesian,gen-batch10
Sate Sapi Maranggi,Sate Sapi Maranggi,1 porsi,280.0,24.0,18.0,10.0,5.0,450.0,1.0,local_indonesian,gen-batch10
Sate Kerbau Kudus,Sate Kerbau Kudus,1 porsi,260.0,24.0,16.0,8.0,4.0,400.0,1.0,local_indonesian,gen-batch10
Sate Ayam Kecap Manis,Sate Ayam Kecap Manis,1 porsi,260.0,20.0,16.0,10.0,5.0,480.0,1.0,local_indonesian,gen-batch10
Sate Sapi Manis,Sate Sapi Manis,1 porsi,290.0,26.0,16.0,12.0,5.0,480.0,1.0,local_indonesian,gen-batch10
Sate Padang Spesial,Sate Padang Spesial,1 porsi,280.0,20.0,20.0,12.0,4.0,500.0,2.0,local_indonesian,gen-batch10
Sate Ampet,Sate Ampet,1 porsi,220.0,18.0,12.0,10.0,3.0,400.0,1.0,local_indonesian,gen-batch10
Sate Tempe Gembus,Sate Tempe Gembus,1 porsi,160.0,10.0,14.0,8.0,3.0,350.0,3.0,other,gen-batch10
Gulai Kikil,Gulai Kikil,1 porsi,250.0,14.0,10.0,16.0,3.0,480.0,2.0,local_indonesian,gen-batch10
Gulai Babat,Gulai Babat,1 porsi,220.0,16.0,10.0,12.0,3.0,480.0,2.0,local_indonesian,gen-batch10
Gulai Jeroan,Gulai Jeroan,1 porsi,240.0,16.0,10.0,14.0,3.0,500.0,2.0,local_indonesian,gen-batch10
Gulai Terong,Gulai Terong,1 porsi,150.0,3.0,16.0,8.0,4.0,300.0,4.0,local_indonesian,gen-batch10
Gulai Tahu,Gulai Tahu,1 porsi,180.0,8.0,14.0,10.0,3.0,380.0,3.0,local_indonesian,gen-batch10
Gulai Tempe,Gulai Tempe,1 porsi,200.0,10.0,16.0,10.0,3.0,380.0,3.0,local_indonesian,gen-batch10
Gulai Telur,Gulai Telur,1 porsi,180.0,8.0,10.0,12.0,3.0,380.0,1.0,local_indonesian,gen-batch10
Kari Ayam Indonesia,Kari Ayam Indonesia,1 porsi,300.0,20.0,18.0,16.0,5.0,480.0,3.0,local_indonesian,gen-batch10
Kari Daging Indonesia,Kari Daging Indonesia,1 porsi,330.0,22.0,16.0,18.0,4.0,500.0,2.0,local_indonesian,gen-batch10
Kari Ikan Indonesia,Kari Ikan Indonesia,1 porsi,260.0,20.0,14.0,14.0,4.0,480.0,2.0,local_indonesian,gen-batch10
Kari Udang Indonesia,Kari Udang Indonesia,1 porsi,250.0,16.0,16.0,14.0,4.0,500.0,2.0,local_indonesian,gen-batch10
Kari Telur Indonesia,Kari Telur Indonesia,1 porsi,200.0,10.0,10.0,14.0,4.0,400.0,1.0,local_indonesian,gen-batch10
Kari Sayuran Indonesia,Kari Sayuran Indonesia,1 porsi,180.0,6.0,18.0,10.0,5.0,420.0,5.0,local_indonesian,gen-batch10
Pepes Ayam Kemangi,Pepes Ayam Kemangi,1 porsi,250.0,24.0,12.0,10.0,3.0,380.0,2.0,local_indonesian,gen-batch10
Pepes Ayam Jamur,Pepes Ayam Jamur,1 porsi,240.0,22.0,14.0,10.0,3.0,380.0,2.0,local_indonesian,gen-batch10
Pepes Teri,Pepes Teri,1 porsi,180.0,16.0,14.0,6.0,2.0,450.0,2.0,local_indonesian,gen-batch10
Minestrone Italia,Minestrone Italia,1 porsi,150.0,6.0,22.0,4.0,5.0,450.0,5.0,other,gen-batch10
French Onion Soup,French Onion Soup,1 porsi,180.0,6.0,20.0,8.0,6.0,500.0,3.0,other,gen-batch10
Clam Chowder,Clam Chowder,1 porsi,250.0,10.0,20.0,14.0,4.0,550.0,2.0,other,gen-batch10
Corn Chowder,Corn Chowder,1 porsi,220.0,6.0,28.0,8.0,6.0,400.0,4.0,other,gen-batch10
Lobster Bisque,Lobster Bisque,1 porsi,200.0,8.0,14.0,12.0,4.0,500.0,2.0,other,gen-batch10
Gazpacho Spanyol,Gazpacho Spanyol,1 porsi,80.0,3.0,14.0,2.0,6.0,350.0,4.0,other,gen-batch10
Borscht Rusia,Borscht Rusia,1 porsi,120.0,4.0,20.0,3.0,8.0,450.0,5.0,other,gen-batch10
Wonton Soup,Wonton Soup,1 porsi,200.0,12.0,24.0,5.0,3.0,600.0,2.0,other,gen-batch10
Hot Sour Soup Cina,Hot Sour Soup Cina,1 porsi,150.0,10.0,16.0,5.0,3.0,650.0,3.0,other,gen-batch10
Egg Drop Soup,Egg Drop Soup,1 porsi,100.0,6.0,10.0,4.0,2.0,500.0,1.0,other,gen-batch10
Mulligatawny Soup,Mulligatawny Soup,1 porsi,200.0,8.0,24.0,8.0,5.0,480.0,5.0,other,gen-batch10
Chicken Noodle Soup,Chicken Noodle Soup,1 porsi,180.0,14.0,20.0,5.0,3.0,550.0,2.0,other,gen-batch10
Beef Vegetable Soup,Beef Vegetable Soup,1 porsi,200.0,14.0,22.0,6.0,5.0,500.0,4.0,other,gen-batch10
Lentil Soup,Lentil Soup,1 porsi,180.0,10.0,26.0,4.0,4.0,450.0,7.0,other,gen-batch10
Pumpkin Soup,Pumpkin Soup,1 porsi,140.0,3.0,22.0,5.0,8.0,350.0,4.0,other,gen-batch10
Tomato Basil Soup,Tomato Basil Soup,1 porsi,120.0,4.0,16.0,5.0,8.0,450.0,3.0,other,gen-batch10
Mushroom Soup Cream,Mushroom Soup Cream,1 porsi,180.0,5.0,14.0,12.0,4.0,480.0,3.0,other,gen-batch10
Potato Leek Soup,Potato Leek Soup,1 porsi,180.0,4.0,24.0,8.0,5.0,400.0,3.0,other,gen-batch10
Spinach Soup,Spinach Soup,1 porsi,100.0,5.0,12.0,4.0,3.0,400.0,4.0,other,gen-batch10
Zuppa Toscana,Zuppa Toscana,1 porsi,250.0,12.0,18.0,14.0,3.0,550.0,3.0,other,gen-batch10
Full English Breakfast,Full English Breakfast,1 porsi,650.0,32.0,42.0,38.0,6.0,800.0,4.0,other,gen-batch10
American Breakfast,American Breakfast,1 porsi,500.0,22.0,36.0,28.0,5.0,600.0,3.0,other,gen-batch10
Continental Breakfast,Continental Breakfast,1 porsi,350.0,10.0,46.0,12.0,10.0,350.0,4.0,other,gen-batch10
Turkish Breakfast,Turkish Breakfast,1 porsi,500.0,18.0,40.0,28.0,8.0,650.0,5.0,other,gen-batch10
Shakshuka,Shakshuka,1 porsi,280.0,14.0,24.0,14.0,8.0,500.0,4.0,other,gen-batch10
Menemen Turki,Menemen Turki,1 porsi,300.0,14.0,16.0,18.0,5.0,450.0,3.0,other,gen-batch10
Congee Cina,Congee Cina,1 porsi,200.0,8.0,34.0,3.0,2.0,500.0,2.0,other,gen-batch10
Kedgeree Inggris,Kedgeree Inggris,1 porsi,350.0,18.0,44.0,10.0,4.0,480.0,3.0,other,gen-batch10
Stroop Wafel,Stroop Wafel,1 porsi,250.0,4.0,34.0,10.0,16.0,150.0,1.0,snack,gen-batch10
Crepe Prancis,Crepe Prancis,1 porsi,180.0,5.0,24.0,7.0,6.0,200.0,1.0,other,gen-batch10
Crepe Coklat,Crepe Coklat,1 porsi,200.0,5.0,26.0,8.0,10.0,200.0,2.0,other,gen-batch10
Crepe Keju,Crepe Keju,1 porsi,200.0,7.0,22.0,10.0,4.0,280.0,1.0,other,gen-batch10
Crepe Buah,Crepe Buah,1 porsi,180.0,5.0,28.0,5.0,12.0,150.0,3.0,other,gen-batch10
Bircher Muesli,Bircher Muesli,1 porsi,280.0,8.0,40.0,8.0,14.0,50.0,6.0,other,gen-batch10
Eggs Benedict,Eggs Benedict,1 porsi,380.0,16.0,26.0,22.0,3.0,500.0,2.0,other,gen-batch10
Avocado Toast Modern,Avocado Toast Modern,1 porsi,300.0,8.0,28.0,16.0,3.0,300.0,6.0,other,gen-batch10
Smashed Avocado,Smashed Avocado,1 porsi,280.0,6.0,26.0,16.0,3.0,250.0,6.0,other,gen-batch10
Rendang Ayam Kampung,Rendang Ayam Kampung,1 porsi,380.0,28.0,18.0,18.0,5.0,450.0,2.0,local_indonesian,gen-batch10
Rendang Lokan,Rendang Lokan,1 porsi,200.0,16.0,12.0,10.0,3.0,450.0,2.0,local_indonesian,gen-batch10
Rendang Udang,Rendang Udang,1 porsi,220.0,18.0,10.0,12.0,3.0,400.0,2.0,local_indonesian,gen-batch10
Rendang Belut,Rendang Belut,1 porsi,250.0,20.0,14.0,10.0,3.0,420.0,2.0,local_indonesian,gen-batch10
Rendang Nangka,Rendang Nangka,1 porsi,220.0,4.0,22.0,12.0,4.0,380.0,5.0,local_indonesian,gen-batch10
Rendang Daun Singkong,Rendang Daun Singkong,1 porsi,200.0,6.0,14.0,14.0,3.0,380.0,4.0,local_indonesian,gen-batch10
Kalio Kambing,Kalio Kambing,1 porsi,370.0,24.0,14.0,22.0,4.0,460.0,2.0,local_indonesian,gen-batch10
Kalio Hati Sapi,Kalio Hati Sapi,1 porsi,280.0,22.0,12.0,14.0,4.0,420.0,2.0,local_indonesian,gen-batch10
Kalio Ikan,Kalio Ikan,1 porsi,260.0,22.0,10.0,14.0,3.0,420.0,2.0,local_indonesian,gen-batch10
Kalio Udang,Kalio Udang,1 porsi,250.0,18.0,10.0,14.0,3.0,400.0,2.0,local_indonesian,gen-batch10
Nasi Jollof Afrika,Nasi Jollof Afrika,1 porsi,380.0,10.0,58.0,8.0,5.0,450.0,3.0,other,gen-batch10
Nasi Pilau Afrika,Nasi Pilau Afrika,1 porsi,420.0,14.0,54.0,12.0,4.0,480.0,3.0,other,gen-batch10
Bobotie Afrika,Bobotie Afrika,1 porsi,380.0,22.0,24.0,14.0,8.0,500.0,3.0,other,gen-batch10
Bunny Chow,Bunny Chow,1 porsi,450.0,20.0,48.0,16.0,6.0,550.0,4.0,other,gen-batch10
Piri Piri Ayam Afrika,Piri Piri Ayam Afrika,1 porsi,350.0,28.0,18.0,14.0,4.0,500.0,2.0,other,gen-batch10
Fufu Afrika,Fufu Afrika,1 porsi,200.0,3.0,44.0,1.0,2.0,150.0,3.0,other,gen-batch10
Egusi Soup Afrika,Egusi Soup Afrika,1 porsi,250.0,12.0,18.0,14.0,4.0,480.0,5.0,other,gen-batch10
Suya Daging Afrika,Suya Daging Afrika,1 porsi,320.0,28.0,14.0,14.0,4.0,450.0,2.0,other,gen-batch10
Chapati Afrika,Chapati Afrika,1 porsi,200.0,6.0,36.0,3.0,2.0,250.0,3.0,other,gen-batch10
Injera Ethiopia,Injera Ethiopia,1 porsi,180.0,5.0,36.0,2.0,2.0,200.0,4.0,other,gen-batch10
Doro Wat Ethiopia,Doro Wat Ethiopia,1 porsi,350.0,26.0,20.0,14.0,4.0,480.0,3.0,other,gen-batch10
Tagine Maroko,Tagine Maroko,1 porsi,380.0,24.0,28.0,14.0,8.0,500.0,4.0,other,gen-batch10
Couscous Maroko,Couscous Maroko,1 porsi,250.0,8.0,42.0,3.0,4.0,300.0,4.0,other,gen-batch10
Harira Soup Maroko,Harira Soup Maroko,1 porsi,200.0,10.0,28.0,4.0,5.0,480.0,5.0,other,gen-batch10
Feijoada Brasil,Feijoada Brasil,1 porsi,450.0,28.0,40.0,18.0,4.0,600.0,8.0,other,gen-batch10
Churrasco Brasil,Churrasco Brasil,1 porsi,380.0,32.0,14.0,18.0,3.0,400.0,1.0,other,gen-batch10
Moqueca Brasil,Moqueca Brasil,1 porsi,300.0,22.0,20.0,14.0,5.0,500.0,3.0,other,gen-batch10
Empanada Argentina,Empanada Argentina,1 porsi,250.0,10.0,24.0,12.0,3.0,380.0,2.0,snack,gen-batch10
Asado Argentina,Asado Argentina,1 porsi,420.0,30.0,16.0,20.0,3.0,400.0,1.0,other,gen-batch10
Chimichurri Sapi,Chimichurri Sapi,1 porsi,320.0,26.0,14.0,14.0,3.0,380.0,1.0,other,gen-batch10
Ceviche Peru,Ceviche Peru,1 porsi,150.0,20.0,10.0,3.0,3.0,400.0,2.0,other,gen-batch10
Lomo Saltado Peru,Lomo Saltado Peru,1 porsi,400.0,26.0,36.0,14.0,5.0,580.0,4.0,other,gen-batch10
Aji Gallina Peru,Aji Gallina Peru,1 porsi,350.0,22.0,24.0,16.0,5.0,450.0,3.0,other,gen-batch10
Arepas Kolombia,Arepas Kolombia,1 porsi,280.0,8.0,38.0,8.0,4.0,350.0,4.0,other,gen-batch10
Bandeja Paisa,Bandeja Paisa,1 porsi,550.0,32.0,44.0,24.0,6.0,650.0,5.0,other,gen-batch10
Cazuela Chili,Cazuela Chili,1 porsi,320.0,22.0,24.0,14.0,5.0,500.0,4.0,other,gen-batch10
Paella Spanyol,Paella Spanyol,1 porsi,480.0,24.0,56.0,14.0,5.0,550.0,4.0,other,gen-batch10
Tapas Spanyol,Tapas Spanyol,1 porsi,380.0,18.0,32.0,16.0,5.0,500.0,4.0,other,gen-batch10
Tortilla Spanyol,Tortilla Spanyol,1 porsi,280.0,12.0,28.0,12.0,4.0,400.0,3.0,other,gen-batch10
Patatas Bravas,Patatas Bravas,1 porsi,250.0,4.0,32.0,12.0,3.0,400.0,4.0,other,gen-batch10
Schnitzel Jerman,Schnitzel Jerman,1 porsi,420.0,26.0,36.0,18.0,3.0,450.0,2.0,other,gen-batch10
Bratwurst Jerman,Bratwurst Jerman,1 porsi,380.0,16.0,20.0,24.0,3.0,550.0,1.0,other,gen-batch10
Sauerkraut Jerman,Sauerkraut Jerman,1 porsi,30.0,2.0,5.0,0.0,2.0,500.0,4.0,other,gen-batch10
Currywurst Jerman,Currywurst Jerman,1 porsi,420.0,18.0,24.0,26.0,6.0,650.0,3.0,other,gen-batch10
Moules Frites Belgia,Moules Frites Belgia,1 porsi,380.0,24.0,36.0,14.0,4.0,600.0,4.0,other,gen-batch10
Croque Monsieur,Croque Monsieur,1 porsi,350.0,18.0,28.0,16.0,4.0,550.0,2.0,other,gen-batch10
Ratatouille Prancis,Ratatouille Prancis,1 porsi,120.0,4.0,18.0,5.0,7.0,300.0,5.0,other,gen-batch10
